[116.24342, 28.895212, 11.629492;
132.27812, 33.82983, 13.314721;
132.48132, 33.878277, 13.321965;
128.84921, 32.581696, 12.80279;
122.71307, 31.217247, 12.264524;
117.1279, 29.95821, 11.66704;
135.81146, 34.292263, 13.438137;
127.43947, 32.990765, 12.889254;
123.31905, 31.386286, 12.249998;
126.94598, 32.966534, 12.852873;
121.81906, 31.430893, 12.152735;
132.84727, 34.519684, 13.320847;
133.46931, 34.268181, 13.175744;
120.24908, 31.51193, 12.072994;
121.7734, 32.038467, 12.207925;
125.27634, 33.558281, 12.543935;
126.48712, 33.689289, 12.589124;
128.88661, 34.731247, 12.939684;
130.80113, 35.271053, 13.114323;
130.12973, 32.618687, 13.041695;
129.70848, 32.42823, 12.921712;
123.71873, 31.416372, 12.309161;
124.15259, 32.1842, 12.551044;
124.68921, 32.329449, 12.597713;
124.68921, 32.329449, 12.597713;
126.47972, 32.937832, 12.811709;
125.56702, 32.62315, 12.681458;
121.27895, 31.282545, 12.118017;
125.66347, 32.710407, 12.664845;
120.67243, 31.171087, 12.072286;
120.67243, 31.171087, 12.072286;
121.9112, 31.326971, 12.128174;
126.82388, 32.472057, 12.550318;
125.63874, 32.97205, 12.726979;
125.63874, 32.97205, 12.726979;
126.88653, 33.342537, 12.839139;
125.50094, 32.899593, 12.649738;
124.77431, 32.675003, 12.561549;
131.14301, 33.799084, 12.980667;
131.22499, 33.811062, 12.966928;
125.70054, 33.155903, 12.700939;
123.94233, 32.541599, 12.444218;
122.90472, 32.627121, 12.325581;
125.1323, 33.37162, 12.588252;
129.76001, 34.167305, 12.876078;
124.83482, 33.344769, 12.554351;
125.26736, 33.568527, 12.533335;
137.12894, 34.479904, 13.576629;
129.69696, 33.135468, 13.022403;
126.33511, 32.436157, 12.656396;
122.57187, 31.781628, 12.369104;
120.91093, 31.2696, 12.08983;
124.32636, 32.485497, 12.523109;
125.65455, 33.04673, 12.692034;
128.41945, 33.767738, 12.906029;
126.28609, 33.8918, 12.655953;
126.78316, 33.838642, 12.63535;
121.65648, 30.806473, 12.077211;
121.65648, 30.806473, 12.077211;
122.37709, 31.337372, 12.168944;
122.37709, 31.337372, 12.168944;
125.68069, 32.855473, 12.741518;
124.78107, 32.81097, 12.603098;
125.53076, 33.620827, 12.618664;
129.31201, 34.170235, 12.834185;
123.37093, 31.319981, 12.269309;
125.59727, 32.198685, 12.593567;
121.55722, 31.238899, 12.164983;
121.69451, 31.522844, 12.200472;
121.69451, 31.522844, 12.200472;
124.88802, 32.03442, 12.393397;
124.66872, 32.529163, 12.54565;
128.24799, 34.485256, 12.872102;
128.24799, 34.485256, 12.872102;
127.78394, 32.419842, 12.813502;
124.43533, 32.870731, 12.569597;
122.84678, 30.98498, 12.235019;
122.51684, 31.245699, 12.254395;
132.22482, 33.839073, 13.061324;
121.6733, 31.125051, 12.133384;
126.62343, 33.083797, 12.79444;
121.36451, 31.580812, 12.125621;
125.20588, 33.47229, 12.504482;
128.00571, 32.240131, 12.794361]
