[0.59397793, 3.5435631, 11.629164;
-0.13006334, 4.8045535, 13.314686;
0.0010829782, 4.8372059, 13.321922;
1.5319088, 4.6723561, 12.802642;
0.74856073, 4.4813218, 12.264453;
1.1041626, 4.5200915, 11.650842;
2.1759615, 4.9979215, 13.438065;
-0.73766893, 4.893002, 12.889268;
1.4989837, 4.6820083, 12.249893;
-0.86937636, 4.9480829, 12.852899;
0.79083228, 2.6781805, 6.638608;
0.96623158, 4.9386568, 12.152675;
0.37815538, 5.4810538, 13.320847;
2.443166, 5.5458183, 13.175618;
0.18922947, 5.1935277, 12.072932;
0.37173226, 5.4259167, 12.207834;
0.53322434, 6.2132401, 12.543839;
1.2946082, 6.2457213, 12.588998;
0.20796995, 6.5235167, 12.939609;
0.3857972, 6.68261, 13.114219;
-0.35811472, 3.0783088, 4.2821755;
-0.28415641, 3.0932162, 4.0684786;
-0.26443332, 3.0949104, 4.0088143;
-0.25783354, 3.0931962, 3.9885111;
-0.23832107, 3.0978987, 3.9280858;
-0.22812635, 3.0933363, 3.8959548;
0.43664846, 4.1885791, 13.041638;
1.2085646, 4.2596712, 12.921643;
1.3103117, 4.5831246, 12.30906;
-0.66125202, 4.8237152, 12.551051;
-0.5887177, 4.8672214, 12.597712;
-0.5887177, 4.8672214, 12.597712;
-0.92629409, 5.0091286, 12.81175;
-0.54369682, 4.9783645, 12.681453;
0.77137148, 4.865984, 12.117925;
-0.28203574, 5.10183, 12.664811;
0.61962706, 4.8542218, 12.072204;
0.61962706, 4.8542218, 12.072204;
0.59818858, 1.4118221, 3.5290034;
1.3026115, 4.8882632, 12.128074;
0.56312984, 1.1034725, 2.745713;
2.0172849, 5.1131043, 12.550238;
-0.92467535, 5.2280526, 12.727021;
-0.92467535, 5.2280526, 12.727021;
-0.79226124, 5.3540201, 12.839158;
-0.29434419, 5.3239446, 12.649713;
-0.1439679, 5.291594, 12.561504;
2.056798, 5.5019898, 12.980566;
2.2753956, 5.5439029, 12.966786;
-0.60391247, 5.4686632, 12.700947;
0.19085079, 5.4139528, 12.444159;
0.33301502, 5.7580905, 12.325499;
-0.0515397, 5.9299979, 12.58822;
1.7138973, 6.0981874, 12.875925;
-0.011885046, 5.9770517, 12.554311;
0.62965441, 6.2465997, 12.53324;
2.1161976, 4.8836675, 13.576569;
0.19572204, 4.7474174, 13.022332;
0.47362143, 4.8459883, 12.656392;
-0.43264937, 4.8177476, 12.369084;
0.6836502, 4.9144874, 12.089752;
-0.20965663, 5.185885, 12.52309;
-0.56134224, 5.3788896, 12.692033;
0.075495228, 5.6333814, 12.906013;
0.42900369, 6.3025694, 12.655852;
1.1309521, 6.2942886, 12.635172;
1.5546913, 4.4788446, 12.077052;
1.5546913, 4.4788446, 12.077052;
1.3630724, 4.8098083, 12.168912;
1.3630724, 4.8098083, 12.168912;
-1.0273087, 5.0797763, 12.741564;
-0.55040389, 5.3370118, 12.603094;
0.044505179, 6.1129088, 12.618609;
1.6824988, 6.1924415, 12.834047;
1.3588252, 4.5736122, 12.269222;
0.36058179, 4.7454591, 12.593472;
0.58259076, 4.7199669, 12.164927;
0.36697036, 4.9265509, 12.200412;
0.36697036, 4.9265509, 12.200412;
1.6419197, 5.0175247, 12.393253;
-0.091443993, 5.1804128, 12.545613;
0.24141154, 6.4248495, 12.872028;
0.24141154, 6.4248495, 12.872028;
0.36009413, 4.487155, 12.813323;
-0.56300408, 5.4697919, 12.569597;
1.1756804, 4.3133807, 12.234992;
0.65304822, 4.5318341, 12.254264;
2.3365271, 5.3661556, 13.061241;
1.0129147, 4.6749983, 12.133316;
-0.61084789, 5.1927252, 12.794444;
0.78131455, 5.1476946, 12.125599;
0.85509682, 6.2132468, 12.504361;
0.7722193, 4.3491979, 12.794323]










-182.81035, -310.67151, -364.91507;
